unit	military_group
idrinth_hev_high_elf_vampires_chapel_wolves	wh_main_group_vampire_counts
idrinth_hev_high_elf_vampires_chapel_wolves	wh_main_group_empire
idrinth_hev_high_elf_vampires_chapel_wolves	wh2_dlc11_group_vampire_coast
idrinth_hev_high_elf_vampires_chapel_wolves	wh_dlc05_group_wood_elves
idrinth_hev_high_elf_vampires_chapel_wolves	wh_main_group_kislev
idrinth_hev_high_elf_vampires_chapel_wolves	wh_main_group_bretonnia
idrinth_hev_high_elf_vampires_chapel_wolves	wh3_main_ksl
idrinth_hev_high_elf_vampires_chapel_wolves	wh3_main_cth
idrinth_hev_high_elf_vampires_chapel_great_eagle	wh2_main_def
idrinth_hev_high_elf_vampires_chapel_great_eagle	wh2_main_hef
idrinth_hev_high_elf_vampires_chapel_great_eagle	wh_main_group_vampire_counts
idrinth_hev_high_elf_vampires_chapel_great_eagle	wh_main_group_empire
idrinth_hev_high_elf_vampires_chapel_great_eagle	wh2_dlc11_group_vampire_coast
idrinth_hev_high_elf_vampires_chapel_great_eagle	wh_dlc05_group_wood_elves
idrinth_hev_high_elf_vampires_chapel_great_eagle	wh_main_group_kislev
idrinth_hev_high_elf_vampires_chapel_great_eagle	wh_main_group_bretonnia
idrinth_hev_high_elf_vampires_chapel_great_eagle	wh3_main_ksl
idrinth_hev_high_elf_vampires_chapel_great_eagle	wh3_main_cth
idrinth_hev_high_elf_vampires_chapel_hawks	wh2_main_def
idrinth_hev_high_elf_vampires_chapel_hawks	wh2_main_hef
idrinth_hev_high_elf_vampires_chapel_hawks	wh_main_group_vampire_counts
idrinth_hev_high_elf_vampires_chapel_hawks	wh_main_group_empire
idrinth_hev_high_elf_vampires_chapel_hawks	wh2_dlc11_group_vampire_coast
idrinth_hev_high_elf_vampires_chapel_hawks	wh_dlc05_group_wood_elves
idrinth_hev_high_elf_vampires_chapel_hawks	wh_main_group_kislev
idrinth_hev_high_elf_vampires_chapel_hawks	wh_main_group_bretonnia
idrinth_hev_high_elf_vampires_chapel_hawks	wh3_main_ksl
idrinth_hev_high_elf_vampires_chapel_hawks	wh3_main_cth
