character_skill_key	effect_key	level	effect_scope	value
idrinth_wh3_dlc24_skill_all_all_self_colossal_strike	wh3_dlc20_effect_healing_cap_modifier	1	character_to_character_own	10.0000
idrinth_wh3_dlc24_skill_all_all_self_colossal_strike	wh3_dlc24_effect_ability_enable_colossal_strike	1	character_to_character_own	1.0000
idrinth_wh_main_skill_all_all_self_blade_master	wh_main_effect_character_stat_melee_attack	1	character_to_character_own	3.0000
idrinth_wh_main_skill_all_all_self_blade_master	wh_main_effect_character_stat_melee_attack	2	character_to_character_own	7.0000
idrinth_wh_main_skill_all_all_self_blade_master	wh3_dlc20_effect_healing_cap_modifier	2	character_to_character_own	20.0000
idrinth_wh_main_skill_all_all_self_blade_master	wh3_dlc20_effect_healing_cap_modifier	1	character_to_character_own	10.0000
idrinth_wh_main_skill_all_all_self_blade_master	wh3_dlc20_effect_healing_cap_modifier	3	character_to_character_own	30.0000
idrinth_wh_main_skill_all_all_self_blade_master	wh_main_effect_character_stat_melee_attack	3	character_to_character_own	12.0000
idrinth_wh_main_skill_all_all_self_hard_to_hit	wh_main_effect_character_stat_melee_defence	1	character_to_character_own	3.0000
idrinth_wh_main_skill_all_all_self_hard_to_hit	wh_main_effect_character_stat_melee_defence	2	character_to_character_own	7.0000
idrinth_wh_main_skill_all_all_self_hard_to_hit	wh3_dlc20_effect_healing_cap_modifier	2	character_to_character_own	20.0000
idrinth_wh_main_skill_all_all_self_hard_to_hit	wh3_dlc20_effect_healing_cap_modifier	1	character_to_character_own	10.0000
idrinth_wh_main_skill_all_all_self_hard_to_hit	wh3_dlc20_effect_healing_cap_modifier	3	character_to_character_own	30.0000
idrinth_wh_main_skill_all_all_self_hard_to_hit	wh_main_effect_character_stat_melee_defence	3	character_to_character_own	12.0000
idrinth_wh_main_skill_all_dignitary_self_conviction	wh_main_effect_character_stat_leadership	1	character_to_character_own	2.0000
idrinth_wh_main_skill_all_dignitary_self_conviction	wh_main_effect_character_stat_leadership	2	character_to_character_own	5.0000
idrinth_wh_main_skill_all_dignitary_self_conviction	wh3_dlc20_effect_healing_cap_modifier	2	character_to_character_own	20.0000
idrinth_wh_main_skill_all_dignitary_self_conviction	wh3_dlc20_effect_healing_cap_modifier	1	character_to_character_own	10.0000
idrinth_wh_main_skill_all_dignitary_self_conviction	wh3_dlc20_effect_healing_cap_modifier	3	character_to_character_own	30.0000
idrinth_wh_main_skill_all_dignitary_self_conviction	wh_main_effect_character_stat_leadership	3	character_to_character_own	9.0000
idrinth_wh_main_skill_all_dignitary_self_fervour	wh_main_effect_character_stat_weapon_strength	1	character_to_character_own	5.0000
idrinth_wh_main_skill_all_dignitary_self_fervour	wh_main_effect_character_stat_weapon_strength	2	character_to_character_own	12.0000
idrinth_wh_main_skill_all_dignitary_self_fervour	wh3_dlc20_effect_healing_cap_modifier	2	character_to_character_own	20.0000
idrinth_wh_main_skill_all_dignitary_self_fervour	wh3_dlc20_effect_healing_cap_modifier	1	character_to_character_own	10.0000
idrinth_wh_main_skill_all_dignitary_self_fervour	wh3_dlc20_effect_healing_cap_modifier	3	character_to_character_own	30.0000
idrinth_wh_main_skill_all_dignitary_self_fervour	wh_main_effect_character_stat_weapon_strength	3	character_to_character_own	20.0000
idrinth_wh_main_skill_all_dignitary_self_inviolable_2	wh_main_effect_character_stat_armour	1	character_to_character_own	3.0000
idrinth_wh_main_skill_all_dignitary_self_inviolable_2	wh_main_effect_character_stat_armour	2	character_to_character_own	8.0000
idrinth_wh_main_skill_all_dignitary_self_inviolable_2	wh3_dlc20_effect_healing_cap_modifier	2	character_to_character_own	20.0000
idrinth_wh_main_skill_all_dignitary_self_inviolable_2	wh3_dlc20_effect_healing_cap_modifier	1	character_to_character_own	10.0000
idrinth_wh_main_skill_all_dignitary_self_inviolable_2	wh3_dlc20_effect_healing_cap_modifier	3	character_to_character_own	30.0000
idrinth_wh_main_skill_all_dignitary_self_inviolable_2	wh_main_effect_character_stat_armour	3	character_to_character_own	15.0000
idrinth_wh_main_skill_all_dignitary_self_tenacity_2	wh_main_effect_character_stat_unit_health	1	character_to_character_own	3.0000
idrinth_wh_main_skill_all_dignitary_self_tenacity_2	wh_main_effect_character_stat_unit_health	2	character_to_character_own	8.0000
idrinth_wh_main_skill_all_dignitary_self_tenacity_2	wh3_dlc20_effect_healing_cap_modifier	2	character_to_character_own	30.0000
idrinth_wh_main_skill_all_dignitary_self_tenacity_2	wh3_dlc20_effect_healing_cap_modifier	1	character_to_character_own	15.0000
idrinth_wh_main_skill_all_dignitary_self_tenacity_2	wh3_dlc20_effect_healing_cap_modifier	3	character_to_character_own	45.0000
idrinth_wh_main_skill_all_dignitary_self_tenacity_2	wh_main_effect_character_stat_unit_health	3	character_to_character_own	15.0000
idrinth_wh_main_skill_all_magic_all_06_evasion	wh3_dlc20_effect_healing_cap_modifier	1	character_to_character_own	10.0000
idrinth_wh_main_skill_all_magic_all_06_evasion	wh_main_effect_ability_enable_evasion	1	character_to_character_own	1.0000
idrinth_wh_main_skill_all_magic_all_07_earthing	wh3_dlc20_effect_healing_cap_modifier	1	character_to_character_own	10.0000
idrinth_wh_main_skill_all_magic_all_07_earthing	wh_main_effect_character_stat_miscast	1	character_to_character_own	-15.0000
idrinth_wh_main_skill_all_magic_all_08_power_drain	wh3_main_effect_winds_of_magic_pool_cap	3	character_to_force_own_unseen	16.0000
idrinth_wh_main_skill_all_magic_all_11_arcane_conduit	wh3_dlc20_effect_healing_cap_modifier	1	character_to_character_own	10.0000
idrinth_wh_main_skill_all_magic_all_11_arcane_conduit	wh_main_effect_ability_enable_arcane_conduit	1	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_dignitary_self_immortal_will	wh_main_effect_ability_enable_immortal_will	1	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh2_main_effect_ability_overcast_invocation_of_nehek	1	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh_main_effect_ability_cooldown_invocation_of_nehek	1	character_to_character_own	-30.0000
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh2_main_effect_ability_miscast_invocation_of_nehek_upgraded	2	character_to_character_own	-15.0000
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh2_main_effect_ability_overcast_invocation_of_nehek	2	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh2_main_effect_ability_wom_cost_invocation_of_nehek	2	character_to_character_own	-1.0000
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh2_main_effect_ability_wom_cost_invocation_of_nehek_upgraded	2	character_to_character_own	-2.0000
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh_main_effect_ability_cooldown_invocation_of_nehek	2	character_to_character_own	-50.0000
idrinth_wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre	wh_main_effect_ability_enable_vanhels_danse_macabre	1	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre	wh2_main_effect_ability_overcast_vanhels_danse_macabre	2	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre	wh_main_effect_ability_cooldown_vanhels_danse_macabre	2	character_to_character_own	-30.0000
idrinth_wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre	wh2_main_effect_ability_miscast_vanhels_danse_macabre_upgraded	3	character_to_character_own	-15.0000
idrinth_wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre	wh2_main_effect_ability_overcast_vanhels_danse_macabre	3	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre	wh2_main_effect_ability_wom_cost_vanhels_danse_macabre	3	character_to_character_own	-1.0000
idrinth_wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre	wh2_main_effect_ability_wom_cost_vanhels_danse_macabre_upgraded	3	character_to_character_own	-2.0000
idrinth_wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre	wh_main_effect_ability_cooldown_vanhels_danse_macabre	3	character_to_character_own	-50.0000
idrinth_wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash	wh_main_effect_ability_enable_gaze_of_nagash	1	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash	wh2_main_effect_ability_overcast_gaze_of_nagash	2	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash	wh_main_effect_ability_cooldown_gaze_of_nagash	2	character_to_character_own	-30.0000
idrinth_wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash	wh2_main_effect_ability_miscast_gaze_of_nagash_upgraded	3	character_to_character_own	-15.0000
idrinth_wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash	wh2_main_effect_ability_overcast_gaze_of_nagash	3	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash	wh2_main_effect_ability_wom_cost_gaze_of_nagash	3	character_to_character_own	-2.0000
idrinth_wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash	wh2_main_effect_ability_wom_cost_gaze_of_nagash_upgraded	3	character_to_character_own	-3.0000
idrinth_wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash	wh_main_effect_ability_cooldown_gaze_of_nagash	3	character_to_character_own	-50.0000
idrinth_wh_main_skill_vmp_magic_vampires_09_curse_of_years	wh_main_effect_ability_enable_curse_of_years	1	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_09_curse_of_years	wh2_main_effect_ability_wom_cost_curse_of_years	2	character_to_character_own	-2.0000
idrinth_wh_main_skill_vmp_magic_vampires_09_curse_of_years	wh_main_effect_ability_cooldown_curse_of_years	2	character_to_character_own	-50.0000
idrinth_wh_main_skill_vmp_magic_vampires_09_curse_of_years	wh_main_effect_ability_enable_curse_of_years	2	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_10_wind_of_death	wh_main_effect_ability_enable_wind_of_death	1	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_10_wind_of_death	wh2_main_effect_ability_overcast_wind_of_death	2	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_10_wind_of_death	wh_main_effect_ability_cooldown_wind_of_death	2	character_to_character_own	-30.0000
idrinth_wh_main_skill_vmp_magic_vampires_10_wind_of_death	wh2_main_effect_ability_miscast_wind_of_death_upgraded	3	character_to_character_own	-15.0000
idrinth_wh_main_skill_vmp_magic_vampires_10_wind_of_death	wh2_main_effect_ability_overcast_wind_of_death	3	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_10_wind_of_death	wh2_main_effect_ability_wom_cost_wind_of_death	3	character_to_character_own	-3.0000
idrinth_wh_main_skill_vmp_magic_vampires_10_wind_of_death	wh2_main_effect_ability_wom_cost_wind_of_death_upgraded	3	character_to_character_own	-4.0000
idrinth_wh_main_skill_vmp_magic_vampires_10_wind_of_death	wh_main_effect_ability_cooldown_wind_of_death	3	character_to_character_own	-50.0000
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh2_main_effect_agent_action_passive_spread_corruption_buff_vmp	1	character_to_character_own	0.5000
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh3_main_effect_agent_action_passive_spread_corruption_vampiric_effect	1	character_to_province_any	0.5000
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh2_main_effect_agent_action_passive_spread_corruption_buff_vmp	2	character_to_character_own	0.7500
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh3_main_effect_agent_action_passive_spread_corruption_vampiric_effect	2	character_to_province_any	0.7500
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh2_main_effect_agent_action_passive_spread_corruption_buff_vmp	3	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh3_main_effect_agent_action_passive_spread_corruption_vampiric_effect	3	character_to_province_any	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre	wh2_main_effect_agent_action_passive_spread_corruption_buff_vmp	1	character_to_character_own	0.5000
idrinth_wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre	wh3_main_effect_agent_action_passive_spread_corruption_vampiric_effect	1	character_to_province_any	0.5000
idrinth_wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre	wh2_main_effect_agent_action_passive_spread_corruption_buff_vmp	2	character_to_character_own	0.7500
idrinth_wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre	wh3_main_effect_agent_action_passive_spread_corruption_vampiric_effect	2	character_to_province_any	0.7500
idrinth_wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre	wh2_main_effect_agent_action_passive_spread_corruption_buff_vmp	3	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre	wh3_main_effect_agent_action_passive_spread_corruption_vampiric_effect	3	character_to_province_any	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash	wh3_main_effect_agent_action_passive_spread_corruption_vampiric_effect	1	character_to_province_any	0.5000
idrinth_wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash	wh2_main_effect_agent_action_passive_spread_corruption_buff_vmp	1	character_to_character_own	0.5000
idrinth_wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash	wh3_main_effect_agent_action_passive_spread_corruption_vampiric_effect	2	character_to_province_any	0.7500
idrinth_wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash	wh2_main_effect_agent_action_passive_spread_corruption_buff_vmp	2	character_to_character_own	0.7500
idrinth_wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash	wh3_main_effect_agent_action_passive_spread_corruption_vampiric_effect	3	character_to_province_any	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash	wh2_main_effect_agent_action_passive_spread_corruption_buff_vmp	3	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_09_curse_of_years	wh2_main_effect_agent_action_passive_spread_corruption_buff_vmp	1	character_to_character_own	0.5000
idrinth_wh_main_skill_vmp_magic_vampires_09_curse_of_years	wh3_main_effect_agent_action_passive_spread_corruption_vampiric_effect	1	character_to_province_any	0.5000
idrinth_wh_main_skill_vmp_magic_vampires_09_curse_of_years	wh2_main_effect_agent_action_passive_spread_corruption_buff_vmp	2	character_to_character_own	0.7500
idrinth_wh_main_skill_vmp_magic_vampires_09_curse_of_years	wh3_main_effect_agent_action_passive_spread_corruption_vampiric_effect	2	character_to_province_any	0.7500
idrinth_wh_main_skill_vmp_magic_vampires_09_curse_of_years	wh2_main_effect_agent_action_passive_spread_corruption_buff_vmp	3	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_09_curse_of_years	wh3_main_effect_agent_action_passive_spread_corruption_vampiric_effect	3	character_to_province_any	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_10_wind_of_death	wh2_main_effect_agent_action_passive_spread_corruption_buff_vmp	1	character_to_character_own	0.5000
idrinth_wh_main_skill_vmp_magic_vampires_10_wind_of_death	wh3_main_effect_agent_action_passive_spread_corruption_vampiric_effect	1	character_to_province_any	0.5000
idrinth_wh_main_skill_vmp_magic_vampires_10_wind_of_death	wh2_main_effect_agent_action_passive_spread_corruption_buff_vmp	2	character_to_character_own	0.7500
idrinth_wh_main_skill_vmp_magic_vampires_10_wind_of_death	wh3_main_effect_agent_action_passive_spread_corruption_vampiric_effect	2	character_to_province_any	0.7500
idrinth_wh_main_skill_vmp_magic_vampires_10_wind_of_death	wh2_main_effect_agent_action_passive_spread_corruption_buff_vmp	3	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_10_wind_of_death	wh3_main_effect_agent_action_passive_spread_corruption_vampiric_effect	3	character_to_province_any	1.0000
idrinth_wh2_main_skill_hef_combat_valour_of_ages	wh2_main_effect_character_stat_weapon_strength_vs_forces_of_destruction	3	character_to_character_own	25.0000
idrinth_wh2_main_skill_hef_combat_valour_of_ages	wh_main_effect_character_stat_weapon_strength	3	character_to_character_own	15.0000
idrinth_campaign_actions_dummy	wh_main_effect_ability_enable_the_hunger	1	character_to_character_own	1.0000
idrinth_campaign_actions_dummy	wh_main_ignore_replenishment_cap	1	character_to_character_own	1.0000
idrinth_campaign_actions_dummy	wh2_main_effect_grant_immortality_hero	1	character_to_character_own	1.0000
idrinth_campaign_actions_dummy	wh3_dlc20_effect_healing_cap_modifier	1	character_to_character_own	10.0000
idrinth_campaign_actions_dummy	wh_main_effect_character_wound_recovery_time_mod	1	character_to_character_own	-1.0000
idrinth_campaign_actions_dummy_general	wh_main_effect_character_wound_recovery_time_mod	1	character_to_character_own	-1.0000
idrinth_campaign_actions_dummy	idrinth_effect_agent_action_enable_passive_stimulate_growth	1	character_to_character_own	1.0000
idrinth_campaign_actions_dummy	wh_main_effect_province_growth_characters	1	character_to_province_any	-1.0000
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh3_main_effect_winds_of_magic_pool_cap	3	character_to_force_own_unseen	3.0000
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh3_main_effect_winds_of_magic_pool_min	3	character_to_force_own_unseen	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh3_main_effect_winds_of_magic_character	3	character_to_force_own_unseen	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre	wh3_main_effect_winds_of_magic_pool_cap	3	character_to_force_own_unseen	3.0000
idrinth_wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre	wh3_main_effect_winds_of_magic_pool_min	3	character_to_force_own_unseen	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_02_vanhels_danse_macabre	wh3_main_effect_winds_of_magic_character	3	character_to_force_own_unseen	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash	wh3_main_effect_winds_of_magic_pool_cap	3	character_to_force_own_unseen	3.0000
idrinth_wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash	wh3_main_effect_winds_of_magic_pool_min	3	character_to_force_own_unseen	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_04_gaze_of_nagash	wh3_main_effect_winds_of_magic_character	3	character_to_force_own_unseen	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_09_curse_of_years	wh3_main_effect_winds_of_magic_pool_cap	3	character_to_force_own_unseen	3.0000
idrinth_wh_main_skill_vmp_magic_vampires_09_curse_of_years	wh3_main_effect_winds_of_magic_pool_min	3	character_to_force_own_unseen	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_09_curse_of_years	wh3_main_effect_winds_of_magic_character	3	character_to_force_own_unseen	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_10_wind_of_death	wh3_main_effect_winds_of_magic_pool_cap	3	character_to_force_own_unseen	3.0000
idrinth_wh_main_skill_vmp_magic_vampires_10_wind_of_death	wh3_main_effect_winds_of_magic_pool_min	3	character_to_force_own_unseen	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_10_wind_of_death	wh3_main_effect_winds_of_magic_character	3	character_to_force_own_unseen	1.0000
idrinth_wh_main_skill_vmp_dignitary_self_immortal_will	wh2_main_effect_agent_action_passive_spread_corruption_buff_vmp	1	character_to_character_own	1.5000
idrinth_wh_main_skill_all_magic_all_08_power_drain	wh3_main_effect_winds_of_magic_pool_cap	2	character_to_force_own_unseen	9.0000
idrinth_wh_main_skill_all_magic_all_08_power_drain	wh3_dlc20_effect_healing_cap_modifier	2	character_to_character_own	20.0000
idrinth_wh_main_skill_all_magic_all_08_power_drain	wh3_dlc20_effect_healing_cap_modifier	3	character_to_character_own	30.0000
idrinth_wh_main_skill_all_magic_all_08_power_drain	wh3_dlc20_effect_healing_cap_modifier	1	character_to_character_own	10.0000
idrinth_wh_main_skill_all_magic_all_08_power_drain	wh3_main_effect_winds_of_magic_pool_cap	1	character_to_force_own_unseen	4.0000
idrinth_wh2_main_skill_hef_generic_speed_of_asuryan	wh_main_effect_character_stat_melee_defence	2	character_to_character_own	7.0000
idrinth_wh2_main_skill_hef_generic_speed_of_asuryan	wh_main_effect_character_stat_speed	2	character_to_character_own	25.0000
idrinth_wh2_main_skill_hef_generic_speed_of_asuryan	wh_main_effect_character_stat_melee_defence	3	character_to_character_own	12.0000
idrinth_wh2_main_skill_hef_generic_speed_of_asuryan	wh_main_effect_character_stat_speed	3	character_to_character_own	45.0000
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh2_main_effect_ability_miscast_invocation_of_nehek_upgraded	3	character_to_character_own	-25.0000
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh2_main_effect_ability_overcast_invocation_of_nehek	3	character_to_character_own	1.0000
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh2_main_effect_ability_wom_cost_invocation_of_nehek	3	character_to_character_own	-2.0000
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh2_main_effect_ability_wom_cost_invocation_of_nehek_upgraded	3	character_to_character_own	-5.0000
idrinth_wh_main_skill_vmp_magic_vampires_01_invocation_of_nehek	wh_main_effect_ability_cooldown_invocation_of_nehek	3	character_to_character_own	-70.0000
