building	effect	context_requirement	effect_scope	value	value_damaged	value_ruined
idrinth_hev_high_elf_vampires_chapel_1_khaine	wh2_main_faction_political_diplomacy_mod_dark_elves		region_to_faction_own	3.0000	-3.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_kurnous	wh_dlc05_faction_political_diplomacy_mod_wood_elves		region_to_faction_own	5.0000	-7.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_1_asuryan	wh2_main_faction_political_diplomacy_mod_high_elves		region_to_faction_own	3.0000	-3.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_asuryan	wh3_main_effect_winds_of_magic_character		region_to_force_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_kurnous	wh3_main_effect_winds_of_magic_character		region_to_force_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_khaine	wh3_main_effect_winds_of_magic_character		region_to_force_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_0_beasts	wh_main_effect_province_growth_building		region_to_province_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_1_beasts	wh_main_effect_province_growth_building		region_to_province_own	2.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_beasts	wh_main_effect_province_growth_building		region_to_province_own	4.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_1_diplomacy	wh_dlc05_faction_political_diplomacy_mod_wood_elves		building_to_faction_own	3.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_1_diplomacy	wh2_main_faction_political_diplomacy_mod_high_elves		building_to_faction_own	3.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_1_diplomacy	wh2_main_faction_political_diplomacy_mod_dark_elves		building_to_faction_own	3.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_diplomacy	wh_dlc05_faction_political_diplomacy_mod_wood_elves		building_to_faction_own	5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_diplomacy	wh2_main_faction_political_diplomacy_mod_high_elves		building_to_faction_own	5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_diplomacy	wh2_main_faction_political_diplomacy_mod_dark_elves		building_to_faction_own	5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_diplomacy	wh3_main_effect_allied_recruitment_global_pool_cost_percentage_mod		building_to_force_own_factionwide	-1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_diplomacy	wh2_main_effect_economy_gdp_mod_trade_sea_global		building_to_province_own	50.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_altar	wh_main_effect_force_stat_ward_save		building_to_force_own_in_province_own	2.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_altar	wh_main_effect_force_stat_vigour_loss_reduction		building_to_force_own_in_province_own	-5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_altar	wh_main_effect_force_stat_speed		building_to_force_own_in_province_own	5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_altar	wh_main_effect_region_resource_trinkets_production		building_to_faction_own	3.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_1_kurnous	idrinth_unit_capacity_chapel_mixed_elven_guard		region_to_faction_own	2.0000	1.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_kurnous	idrinth_unit_capacity_chapel_kurnous_guard		region_to_faction_own	2.0000	1.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_kurnous	idrinth_unit_capacity_chapel_mixed_elven_guard		region_to_faction_own	3.0000	2.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_kurnous	idrinth_unit_capacity_chapel_kurnous_priest		region_to_faction_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_khaine	idrinth_unit_capacity_chapel_khaine_guard		region_to_faction_own	2.0000	1.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_khaine	idrinth_unit_capacity_chapel_mixed_elven_guard		region_to_faction_own	3.0000	2.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_khaine	idrinth_unit_capacity_chapel_khaine_priest		region_to_faction_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_asuryan	idrinth_unit_capacity_chapel_asuryan_guard		region_to_faction_own	2.0000	1.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_asuryan	idrinth_unit_capacity_chapel_mixed_elven_guard		region_to_faction_own	3.0000	2.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_asuryan	idrinth_unit_capacity_chapel_asuryan_priest		region_to_faction_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_2_altar	idrinth_unit_capacity_chapel_shrine		building_to_faction_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_1_kurnous	idrinth_unit_capacity_chapel_kurnous_guard		region_to_faction_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_1_khaine	idrinth_unit_capacity_chapel_mixed_elven_guard		region_to_faction_own	2.0000	1.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_1_khaine	idrinth_unit_capacity_chapel_khaine_guard		region_to_faction_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_1_asuryan	idrinth_unit_capacity_chapel_mixed_elven_guard		region_to_faction_own	2.0000	1.0000	0.0000
idrinth_hev_high_elf_vampires_chapel_1_asuryan	idrinth_unit_capacity_chapel_asuryan_guard		region_to_faction_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_0	wh_main_effect_unit_recruitment_points		force_to_force_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_0	wh_main_effect_hordebuilding_growth_core		force_to_force_own	5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_0	wh_main_effect_economy_gdp_other		building_to_faction_own	10.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_0	wh_main_effect_region_resource_furs_production		region_to_faction_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_0	wh_main_effect_force_stat_ammunition		force_to_force_own	5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_0	wh_main_effect_region_resource_medicine_production		building_to_faction_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_0	wh_main_effect_force_stat_vigour_loss_reduction		force_to_force_own	-5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_0	wh_main_effect_force_all_campaign_replenishment_rate		force_to_force_own	5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_0	wh_main_effect_economy_gdp_other		building_to_faction_own	50.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_0	wh_main_effect_technology_research_rate_mod		building_to_faction_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_0	wh_main_effect_region_resource_trinkets_production		building_to_faction_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_0	wh_main_effect_public_order_base		building_to_faction_own	5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_0	wh_main_effect_force_all_campaign_reinforcement_range		force_to_force_own	10.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_0	wh_main_effect_force_stat_ammunition		force_to_force_own	10.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_0	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_0	wh_main_effect_force_all_campaign_recruitment_cost		force_to_force_own	-10.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_0	wh_main_effect_economy_gdp_other		building_to_faction_own	50.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_0	wh_main_effect_force_stat_armour		force_to_force_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_0	wh_main_effect_force_stat_missile_damage		force_to_force_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_0	wh_main_effect_force_stat_weapon_strength		force_to_force_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_0	idrinth_unit_capacity_chapel_outriders		region_to_faction_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_0	wh_main_effect_region_resource_wine_production		building_to_faction_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_0	wh_main_effect_economy_gdp_other		building_to_faction_own	150.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_1	wh_main_effect_unit_recruitment_points		force_to_force_own	2.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_1	idrinth_unit_capacity_chapel_mixed_elven_guard		region_to_faction_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_1	wh_main_effect_hordebuilding_growth_core		force_to_force_own	9.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_1	wh_main_effect_region_resource_furs_production		region_to_faction_own	2.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_1	wh_main_effect_economy_gdp_other		region_to_faction_own	25.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_1	wh_main_effect_force_stat_ammunition		force_to_force_own	10.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_1	wh_main_effect_region_resource_medicine_production		building_to_faction_own	2.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_1	wh_main_effect_force_stat_vigour_loss_reduction		force_to_force_own	-10.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_1	wh_main_effect_force_all_campaign_replenishment_rate		force_to_force_own	10.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_1	wh_main_effect_economy_gdp_other		building_to_faction_own	150.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_1	wh_main_effect_technology_research_rate_mod		building_to_faction_own	2.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_1	wh_main_effect_region_resource_trinkets_production		building_to_faction_own	2.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_1	wh_main_effect_public_order_base		force_building_to_regions_in_sphere_of_influence_any	10.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_1	wh_main_effect_force_all_campaign_reinforcement_range		force_to_force_own	20.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_1	wh_main_effect_force_stat_ammunition		force_to_force_own	20.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_1	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-10.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_1	wh_main_effect_force_all_campaign_recruitment_cost		force_to_force_own	-20.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_1	wh_main_effect_economy_gdp_other		building_to_faction_own	100.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_1	wh_main_effect_force_stat_armour		force_to_force_own	2.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_1	wh_main_effect_force_stat_missile_damage		force_to_force_own	2.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_1	wh_main_effect_force_stat_weapon_strength		force_to_force_own	2.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_1	idrinth_unit_capacity_chapel_outriders		region_to_faction_own	2.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_1	wh_main_effect_region_resource_wine_production		building_to_faction_own	2.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_1	wh_main_effect_economy_gdp_other		building_to_faction_own	350.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_2	wh_main_effect_unit_recruitment_points		force_to_force_own	3.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_2	idrinth_unit_capacity_chapel_mixed_elven_guard		region_to_faction_own	2.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_2	wh_main_effect_hordebuilding_growth_core		force_to_force_own	12.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_2	wh_main_effect_region_resource_furs_production		region_to_faction_own	4.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_2	wh_main_effect_economy_gdp_other		region_to_faction_own	55.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_2	wh_main_effect_force_stat_ammunition		force_to_force_own	15.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_2	wh_main_effect_region_resource_medicine_production		building_to_faction_own	3.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_2	wh_main_effect_force_stat_vigour_loss_reduction		force_to_force_own	-15.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_2	wh_main_effect_force_all_campaign_replenishment_rate		force_to_force_own	15.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_2	wh_main_effect_economy_gdp_other		building_to_faction_own	300.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_healer_wagon_2	wh_main_effect_technology_research_rate_mod		building_to_faction_own	4.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_2	wh_main_effect_region_resource_trinkets_production		building_to_faction_own	3.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_2	wh_main_effect_public_order_base		force_building_to_regions_in_sphere_of_influence_any	15.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_2	wh_main_effect_force_all_campaign_reinforcement_range		force_to_force_own	30.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_2	wh_main_effect_force_stat_ammunition		force_to_force_own	30.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_2	wh_main_effect_force_all_campaign_upkeep		force_to_force_own	-15.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_2	wh_main_effect_force_all_campaign_recruitment_cost		force_to_force_own	-30.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_2	wh_main_effect_economy_gdp_other		building_to_faction_own	200.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_2	wh_main_effect_force_stat_armour		force_to_force_own	4.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_2	wh_main_effect_force_stat_missile_damage		force_to_force_own	4.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_quartermaster_2	wh_main_effect_force_stat_weapon_strength		force_to_force_own	4.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_2	idrinth_unit_capacity_chapel_outriders		region_to_faction_own	3.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_2	wh_main_effect_region_resource_wine_production		building_to_faction_own	3.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_trader_2	wh_main_effect_economy_gdp_other		building_to_faction_own	750.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_artisan_quarters_1	wh_main_effect_region_resource_trinkets_production		building_to_faction_own	5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_artisan_quarters_1	wh_main_effect_region_resource_timber_production		building_to_faction_own	5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_artisan_quarters_1	wh_main_effect_force_stat_weapon_strength		building_to_force_own_in_adjacent_geographical_provinces	5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_artisan_quarters_1	wh_main_effect_force_stat_missile_damage		building_to_force_own_in_adjacent_geographical_provinces	5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_artisan_quarters_1	wh_main_effect_economy_gdp_trade_local		building_to_faction_own	50.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_artisan_quarters_2	wh_main_effect_region_resource_trinkets_production		building_to_faction_own	10.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_artisan_quarters_2	wh_main_effect_region_resource_timber_production		building_to_faction_own	10.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_artisan_quarters_2	wh_main_effect_force_stat_weapon_strength		building_to_force_own_in_adjacent_geographical_provinces	10.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_artisan_quarters_2	wh_main_effect_force_stat_missile_damage		building_to_force_own_in_adjacent_geographical_provinces	10.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_artisan_quarters_2	wh_main_effect_economy_gdp_trade_local		building_to_faction_own	150.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_tavern_0	wh_main_effect_region_resource_wine_production		building_to_faction_own	5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_tavern_0	idrinth_unit_capacity_chapel_outriders		building_to_faction_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_tavern_0	wh_main_effect_province_growth_building		building_to_faction_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_tavern_0	wh_main_effect_economy_gdp_trade_local		building_to_faction_own	100.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_tavern_1	wh_main_effect_region_resource_wine_production		building_to_faction_own	10.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_tavern_1	idrinth_unit_capacity_chapel_outriders		building_to_faction_own	2.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_tavern_1	wh_main_effect_province_growth_building		building_to_faction_own	2.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_tavern_1	wh_main_effect_economy_gdp_trade_local		building_to_faction_own	250.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_tavern_2	wh_main_effect_region_resource_wine_production		building_to_faction_own	15.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_tavern_2	idrinth_unit_capacity_chapel_outriders		building_to_faction_own	4.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_tavern_2	wh_main_effect_province_growth_building		building_to_faction_own	4.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_tavern_2	wh_main_effect_economy_gdp_trade_local		building_to_faction_own	600.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_library_2	wh_main_effect_technology_research_rate_mod		building_to_faction_own	5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_library_2	idrinth_unit_capacity_chapel_stone_wolves		building_to_faction_own	1.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_library_2	wh_main_faction_political_diplomacy_mod		building_to_faction_own	5.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_library_2	wh3_main_effect_winds_of_magic_pool_cap		building_to_force_own_factionwide	2.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_3	wh_main_effect_unit_recruitment_points		force_to_force_own	4.0000	0.0000	0.0000
idrinth_hev_high_elf_vampires_horde_3	idrinth_unit_capacity_chapel_mixed_elven_guard		region_to_faction_own	3.0000	0.0000	0.0000
